date,close,adj_close
2018-07-18,281.06,248.84436
2018-07-19,280.0,247.905838
2018-07-20,279.68,247.622528
2018-07-23,280.2,248.082993
2018-07-24,281.61,249.331268
2018-07-25,284.01,251.456253
2018-07-26,283.34,250.862991
2018-07-27,281.42,249.163101
2018-07-30,279.95,247.861618
2018-07-31,281.33,249.083405
2018-08-01,280.86,248.667252
2018-08-02,282.39,250.021988
2018-08-03,283.6,251.093246
2018-08-06,284.64,252.013977
2018-08-07,285.58,252.846283
2018-08-08,285.46,252.739975
2018-08-09,285.07,252.39473
2018-08-10,283.16,250.70369
2018-08-13,282.1,249.765228
2018-08-14,283.9,251.358887
2018-08-15,281.78,249.481857
2018-08-16,284.06,251.500534
2018-08-17,285.06,252.38588
2018-08-20,285.67,252.926056
2018-08-21,286.34,253.519119
2018-08-22,286.17,253.368637
2018-08-23,285.79,253.032196
2018-08-24,287.51,254.555038
2018-08-27,289.78,256.56488
2018-08-28,289.92,256.688751
2018-08-29,291.48,258.070038
2018-08-30,290.3,257.025269
2018-08-31,290.31,257.034027
2018-09-04,289.81,256.591431
2018-09-05,289.03,255.900818
2018-09-06,288.16,255.130539
2018-09-07,287.6,254.634689
2018-09-10,288.1,255.077423
2018-09-11,289.05,255.918457
2018-09-12,289.12,255.980484
2018-09-13,290.83,257.494507
2018-09-14,290.88,257.538757
2018-09-17,289.34,256.175262
2018-09-18,290.91,257.565338
2018-09-19,291.22,257.839813
2018-09-20,293.58,259.92923
2018-09-21,291.99,259.691833
2018-09-24,291.02,258.829102
2018-09-25,290.75,258.58902
2018-09-26,289.88,257.815247
2018-09-27,290.69,258.535645
2018-09-28,290.72,258.562347
2018-10-01,291.73,259.460541
2018-10-02,291.56,259.309326
2018-10-03,291.72,259.45163
2018-10-04,289.44,257.42395
2018-10-05,287.82,255.983017
2018-10-08,287.82,255.983017
2018-10-09,287.4,255.609543
2018-10-10,278.3,247.516113
2018-10-11,272.17,242.06424
2018-10-12,275.95,245.426041
2018-10-15,274.4,244.047562
2018-10-16,280.4,249.38385
2018-10-17,280.45,249.428238
2018-10-18,276.4,245.82637
2018-10-19,276.25,245.692932
2018-10-22,275.01,244.590042
2018-10-23,273.61,243.34491
2018-10-24,265.32,235.971893
2018-10-25,270.08,240.205338
2018-10-26,265.33,235.980789
2018-10-29,263.86,234.673431
2018-10-30,267.77,238.150803
2018-10-31,270.63,240.694519
2018-11-01,273.51,243.255981
2018-11-02,271.89,241.815201
2018-11-05,273.39,243.149231
2018-11-06,275.12,244.687805
2018-11-07,281.01,249.926437
2018-11-08,280.5,249.472778
2018-11-09,277.76,247.035797
2018-11-12,272.57,242.419937
2018-11-13,272.06,241.966431
2018-11-14,270.2,240.312134
2018-11-15,273.02,242.82019
2018-11-16,273.73,243.45166
2018-11-19,269.1,239.333801
2018-11-20,264.12,234.904678
2018-11-21,265.02,235.705063
2018-11-23,263.25,234.130844
2018-11-26,267.5,237.910782
2018-11-27,268.4,238.711212
2018-11-28,274.58,244.207596
2018-11-29,273.98,243.673965
2018-11-30,275.65,245.15921
2018-12-03,279.3,248.405563
2018-12-04,270.25,240.356537
2018-12-06,269.84,239.991882
2018-12-07,263.57,234.415451
2018-12-10,264.07,234.860214
2018-12-11,264.13,234.913574
2018-12-12,265.46,236.096405
2018-12-13,265.37,236.016373
2018-12-14,260.47,231.658401
2018-12-17,255.36,227.113602
2018-12-18,255.08,226.864609
2018-12-19,251.26,223.467117
2018-12-20,247.17,219.829559
2018-12-21,240.7,215.325317
2018-12-24,234.34,209.635834
2018-12-26,246.18,220.227631
2018-12-27,248.07,221.918381
2018-12-28,247.75,221.632172
2018-12-31,249.92,223.573364
2019-01-02,250.18,223.805969
2019-01-03,244.21,218.465271
2019-01-04,252.39,225.782974
2019-01-07,254.38,227.563217
2019-01-08,256.77,229.701218
2019-01-09,257.97,230.77475
2019-01-10,258.88,231.588852
2019-01-11,258.98,231.678268
2019-01-14,257.4,230.264801
2019-01-15,260.35,232.903824
2019-01-16,260.98,233.467422
2019-01-17,262.96,235.238632
2019-01-18,266.46,238.36969
2019-01-22,262.86,235.149185
2019-01-23,263.41,235.641251
2019-01-24,263.55,235.766479
2019-01-25,265.78,237.761414
2019-01-28,263.76,235.954361
2019-01-29,263.41,235.641251
2019-01-30,267.58,239.371597
2019-01-31,269.93,241.473923
2019-02-01,270.06,241.590164
2019-02-04,271.96,243.289917
2019-02-05,273.1,244.309723
2019-02-06,272.74,243.987671
2019-02-07,270.14,241.661804
2019-02-08,270.47,241.956985
2019-02-11,270.62,242.091187
2019-02-12,274.1,245.204346
2019-02-13,274.99,246.000488
2019-02-14,274.38,245.454803
2019-02-15,277.37,248.129562
2019-02-19,277.85,248.558914
2019-02-20,278.41,249.059952
2019-02-21,277.42,248.174271
2019-02-22,279.14,249.713058
2019-02-25,279.52,250.052979
2019-02-26,279.32,249.873978
2019-02-27,279.2,249.766708
2019-02-28,278.68,249.301498
2019-03-01,280.42,250.858124
2019-03-04,279.4,249.945602
2019-03-05,279.02,249.605637
2019-03-06,277.33,248.093781
2019-03-07,275.01,246.018356
2019-03-08,274.46,245.526413
2019-03-11,278.44,249.086777
2019-03-12,279.49,250.026047
2019-03-13,281.34,251.681091
2019-03-14,281.16,251.520096
2019-03-15,281.31,252.762711
2019-03-18,282.33,253.679184
2019-03-19,282.4,253.742081
2019-03-20,281.55,252.978348
2019-03-21,284.73,255.835632
2019-03-22,279.25,250.911743
2019-03-25,279.04,250.723022
2019-03-26,281.12,252.592026
2019-03-27,279.65,251.271179
2019-03-28,280.71,252.223526
2019-03-29,282.48,253.813919
2019-04-01,285.83,256.823975
2019-04-02,285.97,256.949768
2019-04-03,286.42,257.354126
2019-04-04,287.18,258.037079
2019-04-05,288.57,259.285919
2019-04-08,288.79,259.483643
2019-04-09,287.31,258.153839
2019-04-10,288.29,259.034332
2019-04-11,288.21,258.962463
2019-04-12,290.16,260.7146
2019-04-15,289.97,260.543915
2019-04-16,290.16,260.7146
2019-04-17,289.45,260.07663
2019-04-18,290.02,260.588776
2019-04-22,290.27,260.813385
2019-04-23,292.88,263.1586
2019-04-24,292.23,262.574524
2019-04-25,292.05,262.412781
2019-04-26,293.41,263.634857
2019-04-29,293.87,264.048187
2019-04-30,294.02,264.182892
2019-05-01,291.81,262.197144
2019-05-02,291.18,261.631012
2019-05-03,294.03,264.191803
2019-05-06,292.82,263.104706
2019-05-07,287.93,258.710876
2019-05-08,287.53,258.351501
2019-05-09,286.66,257.569824
2019-05-10,288.1,258.863647
2019-05-13,280.86,252.358292
2019-05-14,283.4,254.640579
2019-05-15,285.06,256.132141
2019-05-16,287.7,258.504181
2019-05-17,285.84,256.832916
2019-05-20,283.95,255.134811
2019-05-21,286.51,257.434967
2019-05-22,285.63,256.644287
2019-05-23,282.14,253.508545
2019-05-24,282.78,254.083496
2019-05-28,280.15,251.720383
2019-05-29,278.27,250.031174
2019-05-30,279.03,250.71402
2019-05-31,275.27,247.335602
2019-06-03,274.57,246.706665
2019-06-04,280.53,252.061783
2019-06-05,282.96,254.245193
2019-06-06,284.8,255.898514
2019-06-07,287.65,258.45929
2019-06-10,288.97,259.645325
2019-06-11,288.9,259.582397
2019-06-12,288.39,259.124268
2019-06-13,289.58,260.193451
2019-06-14,289.26,259.906006
2019-06-17,289.37,260.00473
2019-06-18,292.4,262.727295
2019-06-19,293.06,263.320282
2019-06-20,295.86,265.836151
2019-06-21,294.0,265.449768
2019-06-24,293.64,265.124817
2019-06-25,290.76,262.524353
2019-06-26,290.47,262.262512
2019-06-27,291.5,263.192535
2019-06-28,293.0,264.546814
2019-07-01,295.66,266.948547
2019-07-02,296.43,267.643707
2019-07-03,298.8,269.783569
2019-07-05,298.46,269.476593
2019-07-08,296.82,267.995819
2019-07-09,297.19,268.329926
2019-07-10,298.61,269.612061
2019-07-11,299.31,270.24411
2019-07-12,300.65,271.453949
2019-07-15,300.75,271.54425
2019-07-16,299.78,270.668396
2019-07-17,297.74,268.826477
2019-07-18,298.83,269.810699
2019-07-19,297.17,268.31189
2019-07-22,297.9,268.971008
2019-07-23,300.03,270.894165
2019-07-24,301.44,272.167267
2019-07-25,300.0,270.867004
2019-07-26,302.01,272.681824
2019-07-29,301.46,272.185303
2019-07-30,300.72,271.517151
