date,close,adj_close
2022-08-31,20.0,19.787365
2022-09-01,20.0,19.787365
2022-09-02,20.0,19.787365
2022-09-06,20.0,19.787365
2022-09-07,20.0,19.787365
2022-09-08,20.0,19.787365
2022-09-09,20.0,19.787365
2022-09-12,20.0,19.787365
2022-09-13,20.0,19.787365
2022-09-14,20.0,19.787365
2022-09-15,20.0,19.787365
2022-09-16,20.0,19.787365
2022-09-19,20.0,19.787365
2022-09-20,20.0,19.787365
2022-09-21,20.0,19.787365
2022-09-22,20.0,19.787365
2022-09-23,19.870001,19.658747
2022-09-26,19.799999,19.589489
2022-09-27,19.77,19.559811
2022-09-28,19.74,19.530128
2022-09-29,19.719999,19.510342
2022-09-30,19.709999,19.500446
2022-10-03,19.66,19.450979
2022-10-04,19.65,19.441086
2022-10-05,19.639999,19.43119
2022-10-06,19.68,19.470766
2022-10-07,19.23,19.025551
2022-10-10,19.030001,18.827677
2022-10-11,18.889999,18.689165
2022-10-12,18.950001,18.748528
2022-10-13,18.950001,18.748528
2022-10-14,18.67,18.471504
2022-10-17,19.030001,18.827677
2022-10-18,19.09,18.887039
2022-10-19,18.950001,18.748528
2022-10-20,18.99,18.788103
2022-10-21,19.030001,18.827677
2022-10-24,18.99,18.788103
2022-10-25,19.219999,19.015657
2022-10-26,19.15,18.946402
2022-10-27,19.18,18.976084
2022-10-28,19.24,19.035444
2022-10-31,19.17,18.966188
2022-11-01,19.15,18.946402
2022-11-02,18.879999,18.679272
2022-11-03,18.82,18.619911
2022-11-04,18.559999,18.362673
2022-11-07,18.58,18.382462
2022-11-08,18.549999,18.352779
2022-11-09,18.190001,17.996609
2022-11-10,18.73,18.530867
2022-11-11,19.040001,18.837572
2022-11-14,18.9,18.699059
2022-11-15,19.07,18.86725
2022-11-16,18.74,18.54076
2022-11-17,18.66,18.461611
2022-11-18,18.549999,18.352779
2022-11-21,18.290001,18.095545
2022-11-22,18.34,18.145014
2022-11-23,18.559999,18.362673
2022-11-25,18.5,18.303312
2022-11-28,18.35,18.154907
2022-11-29,18.280001,18.085653
2022-11-30,18.700001,18.501186
2022-12-01,19.02,18.817783
2022-12-02,19.049999,18.847464
2022-12-05,18.6,18.402248
2022-12-06,18.26,18.065865
2022-12-07,18.15,17.957033
2022-12-08,18.370001,18.174694
2022-12-09,18.25,18.055969
2022-12-12,18.4,18.204376
2022-12-13,18.360001,18.164801
2022-12-14,18.32,18.125225
2022-12-15,17.860001,17.670118
2022-12-16,17.76,17.571178
2022-12-19,17.57,17.383198
2022-12-20,17.530001,17.343626
2022-12-21,17.620001,17.432671
2022-12-22,17.34,17.155645
2022-12-23,17.26,17.076496
2022-12-27,16.99,16.809366
2022-12-28,16.99,16.809366
2022-12-29,17.370001,17.185328
2022-12-30,17.42,17.234795
2023-01-03,17.15,16.967665
2023-01-04,17.530001,17.343626
2023-01-05,17.299999,17.11607
2023-01-06,17.389999,17.205112
2023-01-09,17.790001,17.600863
2023-01-10,18.059999,17.867989
2023-01-11,18.26,18.065865
2023-01-12,18.42,18.224163
2023-01-13,18.530001,18.332993
2023-01-17,18.379999,18.184587
2023-01-18,18.09,17.897673
2023-01-19,17.82,17.630541
2023-01-20,18.34,18.145014
2023-01-23,18.77,18.57044
